"","Restaurant","Item","Size","Serving_Size","Calories","Calories_From_Fat","Total_Fat.g","Daily_Percent_Total_Fat","Saturated_Fat.g","Daily_Percent_Saturated_Fat","Trans_Fat.g","Cholesterol.mg","Daily_Percent_Cholesterol","Sodium.mg","Daily_Percent_Sodium","Total_Carbohydrates.g","Daily_Percent_Total_Carbohydrates","Dietary_Fiber.g","Daily_Percent_Dietary_Fiber","Sugars.g","Protein.g","Daily_Percent_Protein","Vitamin_A","Vitamin_C","Calcium","Iron","Type"
"3259","panera bread","creamy tomato soup","bread bowl",1,900,170,19,29,8,40,0,40,13,1740,73,154,51,5,20,13,31,62,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3260","panera bread","mediterranean grain bowl","vegetarian",1,590,261,29,45,6,30,0,15,5,1250,52,65,22,7,28,6,16,32,30,40,20,15,"Soups & Warm Grain Bowls"
"3261","panera bread","mediterranean grain bowl","with chicken",1,650,270,30,46,7,35,0,55,18,1340,56,66,22,7,28,6,29,58,30,40,20,20,"Soups & Warm Grain Bowls"
"3262","panera bread","mexican street corn chowder","cup",1,210,110,12,18,6,30,0,30,10,910,38,23,8,2,8,5,4,8,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3263","panera bread","mexican street corn chowder","bowl",1,330,170,19,29,9,45,0,40,13,1370,57,36,12,3,12,7,6,12,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3264","panera bread","mexican street corn chowder","bread bowl",1,880,150,17,26,7,35,0,30,10,2070,86,153,51,6,24,7,31,62,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3265","panera bread","southwest chicken tortilla bowl","cup",1,150,40,5,8,0.5,3,0,20,7,720,30,19,6,0,0,2,9,18,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3266","panera bread","southwest chicken tortilla bowl","bowl",1,250,80,8,12,1,5,0,30,10,1080,45,32,11,1,4,3,14,28,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3267","panera bread","southwest chicken tortilla bowl","bread bowl",1,820,80,9,14,1,5,0,20,7,1880,78,150,50,5,20,4,36,72,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3268","panera bread","ten vegetable soup","cup",1,60,10,1,2,0,0,0,0,0,730,30,10,3,3,12,4,3,6,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3269","panera bread","ten vegetable soup","bowl",1,100,15,2,3,0,0,0,0,0,1090,45,15,5,4,16,6,5,10,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3270","panera bread","ten vegetable soup","breadbowl",1,730,50,6,9,0.5,3,0,0,0,1890,79,140,47,7,28,6,30,60,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3271","panera bread","teriyaki chicken broccoli bowl",NA,1,650,190,21,32,4.5,23,0,140,47,1850,77,78,26,4,16,25,43,86,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3272","panera bread","thai chicken soup","cup",1,160,90,10,15,8,40,0,10,3,820,34,12,4,2,8,4,6,12,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3273","panera bread","thai chicken soup","bowl",1,230,130,14,22,11,55,0,15,5,1230,51,18,6,3,12,6,9,18,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3274","panera bread","thai chicken soup","bread bowl",1,820,130,14,22,8,40,0,10,3,1980,83,142,47,6,24,6,33,66,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3275","panera bread","vegetarian summer corn chowder","cup",1,210,117,13,20,8,40,0,40,13,870,36,22,7,2,8,5,3,6,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3276","panera bread","vegetarian summer corn chowder","bowl",1,320,180,20,31,12,60,0,60,20,1310,55,34,11,3,12,8,5,10,20,30,8,4,"Soups & Warm Grain Bowls"
"3277","panera bread","vegetarian summer corn chowder","bread bowl",1,880,153,17,26,8,40,0,40,13,2030,85,153,51,6,24,6,30,60,NA,NA,NA,NA,"Soups & Warm Grain Bowls"
"3278","dominos pizza","bbq wings",NA,4,240,120,13,20,3.5,18,0,85,28,840,35,18,6,0,0,10,13,26,NA,NA,NA,NA,"Chicken"
"3279","dominos pizza","boneless chicken",NA,3,170,60,7,11,1.5,8,0,35,12,660,28,18,6,0,0,1,9,18,NA,NA,NA,NA,"Chicken"
"3280","dominos pizza","classic hot buffalo specialty chicken",NA,4,180,90,10,15,3.5,18,0,35,12,1110,46,14,5,1,4,1,9,18,NA,NA,NA,NA,"Chicken"
"3281","dominos pizza","crispy bacon tomato specialty chicken",NA,4,250,150,17,26,4.5,23,0,45,15,840,35,15,5,0,0,1,11,22,NA,NA,NA,NA,"Chicken"
"3282","dominos pizza","hot wings",NA,4,200,120,13,20,3.5,18,0,85,28,1660,69,8,3,1,4,1,13,26,NA,NA,NA,NA,"Chicken"
"3283","dominos pizza","plain wings",NA,4,190,120,13,20,3.5,18,0,85,28,660,28,7,2,0,0,0,13,26,NA,NA,NA,NA,"Chicken"
"3284","dominos pizza","spicy jalapeno pineapple specialty chicken",NA,4,180,70,8,12,2.5,13,0,35,12,660,28,22,7,1,4,7,9,18,NA,NA,NA,NA,"Chicken"
"3285","dominos pizza","sweet bbq bacon specialty chicken",NA,4,210,90,10,15,3.5,18,0,40,13,790,33,20,7,0,0,6,11,22,NA,NA,NA,NA,"Chicken"
"3286","dominos pizza","sweet mango habanero wings",NA,4,240,120,13,20,3.5,18,0,85,28,720,30,20,7,0,0,11,13,26,NA,NA,NA,NA,"Chicken"
"3287","dominos pizza","chocolate lava crunch cake",NA,1,350,160,17,26,10,50,0,60,20,150,6,47,16,1,4,31,4,8,NA,NA,NA,NA,"Desserts"
"3288","dominos pizza","cinnamon bread twists",NA,2,250,110,12,18,4.5,23,0,0,0,170,7,31,10,1,4,5,5,10,NA,NA,NA,NA,"Desserts"
"3289","dominos pizza","marbled cookie brownie",NA,1,190,80,9,14,3.5,18,0,20,7,120,5,25,8,1,4,18,2,4,NA,NA,NA,NA,"Desserts"
"3290","dominos pizza","chicken alfredo pasta","regular",1,620,270,30,46,17,85,1,105,35,1020,43,60,20,2,8,4,27,54,NA,NA,NA,NA,"Pasta"
"3291","dominos pizza","chicken alfredo pasta","bread bowl",12,690,230,25,38,10,50,1,55,18,970,40,91,30,3,12,4,25,50,NA,NA,NA,NA,"Pasta"
"3292","dominos pizza","chicken carbonara pasta","regular",1,690,320,35,54,18,90,1,125,42,320,13,63,21,2,8,5,32,64,NA,NA,NA,NA,"Pasta"
"3293","dominos pizza","chicken carbonara pasta","bread bowl",12,730,250,28,43,11,55,1,65,22,1120,47,92,31,3,12,4,27,54,NA,NA,NA,NA,"Pasta"
"3294","dominos pizza","italian sausage marinara pasta","regular",1,690,300,34,52,14,70,1,70,23,1620,68,70,23,6,24,14,28,56,NA,NA,NA,NA,"Pasta"
"3295","dominos pizza","italian sausage marinara pasta","bread bowl",12,730,250,27,42,9,45,1,35,12,1280,53,96,32,5,20,9,25,50,NA,NA,NA,NA,"Pasta"
"3296","dominos pizza","pasta primavera","regular",1,550,240,27,42,16,80,1,65,22,790,33,61,20,3,12,5,16,32,NA,NA,NA,NA,"Pasta"
"3297","dominos pizza","pasta primavera","bread bowl",12,660,220,24,37,10,50,1,35,12,860,36,91,30,3,12,4,19,38,NA,NA,NA,NA,"Pasta"
"3298","dominos pizza","6 inch deep dish pizza",NA,215,598,243,27,42,10,50,NA,36,12,1341,56,68,23,4,16,7,23,46,NA,NA,NA,NA,"Pizza"
"3299","dominos pizza","lg deep dish cheese pizza",NA,173,455,180,20,31,8,40,NA,18,6,1029,43,54,18,3,12,5,18,36,NA,NA,NA,NA,"Pizza"
"3300","dominos pizza","lg hand tossed cheese pizza",NA,159,374,99,11,17,5,25,NA,23,8,776,32,55,18,3,12,5,15,30,NA,NA,NA,NA,"Pizza"
"3301","dominos pizza","lg thin crust pizza",NA,106,273,108,12,18,5,25,NA,23,8,835,35,31,10,2,8,4,12,24,NA,NA,NA,NA,"Pizza"
"3302","dominos pizza","balsamic vinaigrette dressing",NA,1.5,120,110,12,18,2,10,0,0,0,470,20,4,1,0,0,4,0,0,NA,NA,NA,NA,"Salads"
"3303","dominos pizza","caesar dressing",NA,1.5,230,220,25,38,4,20,0,45,15,280,12,1,0,0,0,0,1,2,NA,NA,NA,NA,"Salads"
"3304","dominos pizza","chicken apple pecan salad",NA,1,190,40,5,8,2.5,13,0,40,13,350,15,23,8,4,16,14,13,26,NA,NA,NA,NA,"Salads"
"3305","dominos pizza","chicken caesar salad",NA,1,220,72,8,12,3,15,0,40,13,570,24,14,5,2,8,3,18,36,NA,NA,15,0,"Salads"
"3306","dominos pizza","classic garden salad",NA,1,200,80,9,14,4.5,23,0,20,7,220,9,17,6,4,16,6,8,16,NA,NA,NA,NA,"Salads"
"3307","dominos pizza","italian dressing",NA,1.5,140,130,14,22,2,10,0,0,0,320,13,4,1,0,0,3,0,0,NA,NA,NA,NA,"Salads"
"3308","dominos pizza","ranch dressing",NA,1.5,220,210,24,37,3.5,18,0,10,3,400,17,2,1,0,0,1,1,2,NA,NA,NA,NA,"Salads"
"3309","dominos pizza","buffalo chicken sandwich",NA,12,420,190,21,32,8,40,1,60,20,1270,53,37,12,2,8,2,22,44,NA,NA,NA,NA,"Sandwiches"
"3310","dominos pizza","chicken bacon ranch sandwich",NA,12,440,200,22,34,8,40,0,65,22,1140,48,36,12,1,4,2,24,48,NA,NA,NA,NA,"Sandwiches"
"3311","dominos pizza","chicken parm sandwich",NA,12,380,130,15,23,8,40,0,60,20,1000,42,37,12,2,8,2,25,50,NA,NA,NA,NA,"Sandwiches"
"3312","dominos pizza","italian sandwich",NA,12,410,180,20,31,9,45,0.5,55,18,1380,58,36,12,2,8,2,22,44,NA,NA,NA,NA,"Sandwiches"
"3313","dominos pizza","mediterranean veggie sandwich",NA,12,350,130,14,22,8,40,0,40,13,1110,46,38,13,2,8,3,18,36,NA,NA,NA,NA,"Sandwiches"
"3314","dominos pizza","philly cheese steak",NA,12,320,110,12,18,6,30,0,40,13,1130,47,37,12,2,8,3,17,34,NA,NA,NA,NA,"Sandwiches"
"3315","dominos pizza","sweet spicy chicken habanero sandwich",NA,12,400,140,16,25,8,40,0,60,20,1020,43,42,14,1,4,7,23,46,NA,NA,NA,NA,"Sandwiches"
"3316","dominos pizza","5 cheese oven baked dip",NA,2,130,90,10,15,6,30,0,30,10,380,16,3,1,0,0,1,6,12,NA,NA,NA,NA,"Sides"
"3317","dominos pizza","apple oven baked dip",NA,2,60,0,0,0,0,0,0,0,0,60,3,14,5,0,0,11,0,0,NA,NA,NA,NA,"Sides"
"3318","dominos pizza","cheesy marinara oven baked dip",NA,2,70,40.5,4.5,7,3,15,0,15,5,270,11,4,1,0,0,2,3,6,NA,NA,NA,NA,"Sides"
"3319","dominos pizza","loaded tots","philly cheese steak",14,200,108,12,18,5,25,0,20,7,530,22,18,6,1,4,1,6,12,NA,NA,NA,NA,"Sides"
"3320","dominos pizza","loaded tots","melty 3 cheese",14,210,117,13,20,6,30,0,25,8,510,21,17,6,1,4,1,6,12,NA,NA,NA,NA,"Sides"
"3321","dominos pizza","loaded tots","cheddar bacon",14,240,144,16,25,5,25,0,20,7,590,25,17,6,1,4,1,7,14,NA,NA,NA,NA,"Sides"
"3322","dominos pizza","stuffed cheesy bread","cheese",1,150,63,7,11,3,15,0,15,5,250,10,16,5,1,4,1,6,12,NA,NA,NA,NA,"Sides"
"3323","dominos pizza","stuffed cheesy bread","spinach feta",1,160,63,7,11,3.5,18,0,15,5,270,11,17,6,1,4,1,6,12,NA,NA,NA,NA,"Sides"
"3324","dominos pizza","stuffed cheesy bread","pepperoni",1,170,72,8,12,3.5,18,0,15,5,310,13,16,5,1,4,1,7,14,NA,NA,NA,NA,"Sides"
"3325","dominos pizza","stuffed cheesy bread","bacon jalapeno",1,170,72,8,12,3.5,18,0,20,7,350,15,17,6,1,4,1,7,14,NA,NA,NA,NA,"Sides"
"3326","dominos pizza","cheeseburger pizza","small",1,270,117,13,20,6,30,0,35,12,610,25,25,8,1,4,3,10,20,NA,NA,10,6,"Specialty Pizzas"
"3327","dominos pizza","cheeseburger pizza","medium",1,280,135,15,23,7,35,0,40,13,670,28,25,8,1,4,3,11,22,NA,NA,10,6,"Specialty Pizzas"
"3328","dominos pizza","cheeseburger pizza","large",1,380,171,19,29,9,45,0.5,50,17,880,37,35,12,1,4,4,15,30,NA,NA,15,10,"Specialty Pizzas"
"3329","dominos pizza","cheeseburger pizza","extra large",1,490,216,24,37,12,60,1,65,22,1130,47,46,15,2,8,5,20,40,NA,NA,20,15,"Specialty Pizzas"
"3330","dominos pizza","chicken taco pizza","small",1,250,99,11,17,5,25,0,30,10,560,23,25,8,1,4,2,11,22,NA,NA,10,6,"Specialty Pizzas"
"3331","dominos pizza","chicken taco pizza","medium",1,260,108,12,18,6,30,0,35,12,600,25,24,8,1,4,2,12,24,NA,NA,10,6,"Specialty Pizzas"
"3332","dominos pizza","chicken taco pizza","large",1,350,144,16,25,8,40,0,45,15,780,33,34,11,1,4,3,16,32,NA,NA,15,10,"Specialty Pizzas"
"3333","dominos pizza","chicken taco pizza","extra large",1,450,180,20,31,10,50,0.5,60,20,990,41,45,15,2,8,3,20,40,NA,NA,20,15,"Specialty Pizzas"
"3334","dominos pizza","anchovies",NA,34,9,1,1,2,9,45,NA,395,132,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,"Toppings"
"3335","dominos pizza","bacon",NA,103,54,9,3,5,15,75,NA,283,94,0,0,0,0,1,4,6,0,0,NA,NA,NA,NA,"Toppings"
"3336","dominos pizza","banana peppers",NA,6,0,0,0,0,0,0,NA,137,46,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Toppings"
"3337","dominos pizza","beef",NA,78,63,7,3,5,14,70,NA,216,72,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,"Toppings"
"3338","dominos pizza","chedder cheese",NA,58,45,5,3,5,14,70,NA,88,29,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,"Toppings"
"3339","dominos pizza","extra cheese",NA,49,36,4,2,3,10,50,NA,163,54,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Toppings"
"3340","dominos pizza","fresh mushrooms",NA,7,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Toppings"
"3341","dominos pizza","green olives",NA,19,18,2,0,0,0,0,NA,382,127,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Toppings"
"3342","dominos pizza","green peppers",NA,5,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Toppings"
"3343","dominos pizza","ham",NA,23,9,1,0,0,8,40,NA,214,71,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,"Toppings"
"3344","dominos pizza","italian sausage",NA,77,54,6,2,3,15,75,NA,239,80,2,0,0,0,0,0,4,0,0,NA,NA,NA,NA,"Toppings"
"3345","dominos pizza","onions",NA,4,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Toppings"
"3346","dominos pizza","pepperoni",NA,74,54,6,2,3,15,75,NA,273,91,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,"Toppings"
"3347","dominos pizza","pinapple tidbits",NA,12,0,0,0,0,0,0,NA,0,0,3,0,0,0,2,8,0,0,0,NA,NA,NA,NA,"Toppings"
"3348","dominos pizza","ripe olives",NA,21,18,2,0,0,0,0,NA,107,36,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Toppings"
"3349","wendys","asiago ranch club","w grilled chicken",1,500,200,22,34,7,35,0,115,38,1200,50,34,11,1,4,5,42,84,NA,NA,15,15,"Sandwiches and Burgers"
"3350","wendys","asiago ranch club","w spicy chicken",1,630,270,30,46,8,40,0,90,30,1480,62,52,17,3,12,5,36,72,NA,NA,15,15,"Sandwiches and Burgers"
"3351","wendys","asiago ranch club","w homestyle chicken",1,640,290,32,49,9,45,0,100,33,1520,63,50,17,1,4,6,36,72,NA,NA,15,15,"Sandwiches and Burgers"
"3352","wendys","grilled avocado blt chicken sandwich","grilled",1,590,270,30,46,9,45,0,125,42,1220,51,36,12,3,12,6,44,88,NA,NA,20,15,"Sandwiches and Burgers"
"3353","wendys","grilled avocado blt chicken sandwich","spicy",1,720,340,38,58,10,50,0,95,32,1500,63,55,18,5,20,6,38,76,NA,NA,20,15,"Sandwiches and Burgers"
"3354","wendys","grilled avocado blt chicken sandwich","homestyle",1,720,360,40,62,11,55,0,105,35,1540,64,53,18,3,12,6,38,76,NA,NA,20,15,"Sandwiches and Burgers"
"3355","wendys","bacon double stack",NA,1,480,260,29,45,12,60,1.5,75,25,840,35,26,9,1,4,6,29,58,NA,NA,10,20,"Sandwiches and Burgers"
"3356","wendys","baconator single",NA,1,920,540,60,92,23,115,3,195,65,1540,64,38,13,1,4,7,57,114,NA,NA,20,35,"Sandwiches and Burgers"
"3357","wendys","big bacon classic","single",1,630,340,38,58,14,70,1.5,110,37,1230,51,38,13,2,8,8,34,68,NA,NA,20,25,"Sandwiches and Burgers"
"3358","wendys","big bacon classic","double",1,870,500,56,86,22,110,3,185,62,1400,58,40,13,2,8,8,53,106,NA,NA,20,35,"Sandwiches and Burgers"
"3359","wendys","big bacon classic","triple",1,1150,690,77,118,31,155,4,270,90,1760,73,42,14,2,8,8,75,150,NA,NA,30,45,"Sandwiches and Burgers"
"3360","wendys","bourbon bacon cheeseburger","single",1,710,369,41,63,16,80,1.5,85,28,1400,58,51,17,2,8,15,34,68,NA,20,25,NA,"Sandwiches and Burgers"
"3361","wendys","bourbon bacon cheeseburger","double",1,970,558,62,95,25,125,3,140,47,1570,65,51,17,2,8,15,54,108,NA,NA,20,40,"Sandwiches and Burgers"
"3362","wendys","bourbon bacon cheeseburger","triple",1,1280,774,86,132,36,180,4.5,205,68,1940,81,52,17,2,8,16,75,150,NA,NA,25,50,"Sandwiches and Burgers"
"3363","wendys","cheeseburger kids meal",NA,1,290,117,13,20,6,30,1,45,15,750,31,25,8,1,4,5,17,34,NA,NA,NA,NA,"Sandwiches and Burgers"
"3364","wendys","classic chicken sandwich",NA,1,490,189,21,32,3.5,18,0,75,25,1450,60,49,16,2,8,5,28,56,NA,NA,6,15,"Sandwiches and Burgers"
"3365","wendys","crispy chicken blt",NA,1,410,200,23,35,6,30,0,50,17,920,38,34,11,2,8,5,19,38,NA,NA,10,10,"Sandwiches and Burgers"
"3366","wendys","crispy chicken sandwich",NA,1,330,150,16,25,3,15,0,30,10,590,25,32,11,1,4,4,14,28,NA,NA,4,8,"Sandwiches and Burgers"
"3367","wendys","crispy panko fish sandwich",NA,1,520,225,25,38,6,30,0,60,20,1240,52,51,17,2,8,5,10,20,NA,NA,10,15,"Sandwiches and Burgers"
"3368","wendys","daves double cheeseburger",NA,1,810,410,51,78,20,100,3,175,58,1190,50,39,13,2,8,8,49,98,NA,NA,20,35,"Sandwiches and Burgers"
"3369","wendys","daves single cheeseburger",NA,1,570,310,34,52,13,65,1.5,100,33,1020,43,38,13,2,8,8,29,58,NA,NA,20,20,"Sandwiches and Burgers"
"3370","wendys","daves triple cheeseburger",NA,1,1090,650,73,112,29,145,4,260,87,1560,65,41,14,2,8,8,70,140,NA,NA,30,45,"Sandwiches and Burgers"
"3371","wendys","double stack",NA,1,440,240,27,42,11,55,1.5,65,22,710,30,26,9,1,4,6,26,52,NA,NA,10,20,"Sandwiches and Burgers"
"3372","wendys","ghost pepper ranch chicken sandwich",NA,1,690,315,35,54,8,40,0,90,30,1650,69,61,20,3,12,7,32,64,NA,NA,15,30,"Sandwiches and Burgers"
"3373","wendys","grilled chicken ranch wrap",NA,1,420,144,16,25,5,25,0,70,23,1230,51,41,14,2,8,2,27,54,NA,NA,10,15,"Sandwiches and Burgers"
"3374","wendys","grilled chicken sandwich",NA,1,370,90,10,15,2,10,0,95,32,810,34,36,12,2,8,8,34,68,NA,NA,6,10,"Sandwiches and Burgers"
"3375","wendys","hamburger kids meal",NA,1,250,90,10,15,4,20,1,35,12,540,23,25,8,1,4,5,15,30,NA,NA,NA,NA,"Sandwiches and Burgers"
"3376","wendys","italian mozzarella cheeseburger","single",1,780,360,40,62,18,90,2,90,30,1440,60,65,22,3,12,4,42,84,NA,NA,2,110,"Sandwiches and Burgers"
"3377","wendys","italian mozzarella cheeseburger","double",1,1100,585,65,100,29,145,3.5,155,52,1710,71,65,22,3,12,5,65,130,NA,NA,4,170,"Sandwiches and Burgers"
"3378","wendys","italian mozzarella cheeseburger","triple",1,1420,819,91,140,40,200,5,225,75,1990,83,65,22,3,12,5,88,176,NA,NA,4,250,"Sandwiches and Burgers"
"3379","wendys","italian mozzarella chicken sandwich","grilled",1,640,189,21,32,9,45,0,125,42,1710,71,65,22,3,12,4,49,98,NA,NA,2,45,"Sandwiches and Burgers"
"3380","wendys","italian mozzarella chicken sandwich","classic",1,780,279,31,48,11,55,0,105,35,2310,96,81,27,4,16,4,45,90,NA,NA,2,45,"Sandwiches and Burgers"
"3381","wendys","italian mozzarella chicken sandwich","spicy",1,780,270,30,46,11,55,0,100,33,2090,87,82,27,5,20,4,45,90,NA,NA,2,110,"Sandwiches and Burgers"
"3382","wendys","jr bacon cheeseburger jbc",NA,1,390,220,24,37,9,45,1,50,17,660,28,25,8,1,4,5,19,38,NA,NA,10,15,"Sandwiches and Burgers"
"3383","wendys","jr cheeseburger",NA,1,310,140,16,25,7,35,1,40,13,620,26,26,9,1,4,6,16,32,NA,NA,10,15,"Sandwiches and Burgers"
"3384","wendys","jr cheeseburger deluxe",NA,1,360,190,21,32,8,40,1,45,15,620,26,27,9,1,4,6,16,32,NA,NA,10,15,"Sandwiches and Burgers"
"3385","wendys","jr hamburger",NA,1,270,110,12,18,5,25,0.5,30,10,430,18,25,8,1,4,5,14,28,NA,NA,4,15,"Sandwiches and Burgers"
"3386","wendys","loaded nacho cheeseburger","single",1,710,387,43,66,17,85,1.5,95,32,1390,58,51,17,4,16,11,33,66,NA,NA,20,30,"Sandwiches and Burgers"
"3387","wendys","loaded nacho cheeseburger","double",1,980,567,63,97,26,130,3,145,48,1570,65,51,17,4,16,11,53,106,NA,NA,20,45,"Sandwiches and Burgers"
"3388","wendys","loaded nacho cheeseburger","triple",1,1280,783,87,134,36,180,4.5,210,70,1930,80,52,17,4,16,12,75,150,NA,NA,25,60,"Sandwiches and Burgers"
"3389","wendys","loaded nacho chicken sandwich",NA,1,670,270,30,46,8,40,0,95,32,2070,86,66,22,4,16,11,35,70,NA,NA,15,20,"Sandwiches and Burgers"
"3390","wendys","pretzel baconator",NA,1,1050,639,71,109,27,135,3,155,52,1630,68,43,14,3,12,6,61,122,NA,NA,15,45,"Sandwiches and Burgers"
"3391","wendys","son of baconator",NA,1,690,400,45,69,17,85,2,105,35,1270,53,35,12,1,4,7,36,72,NA,NA,20,25,"Sandwiches and Burgers"
"3392","wendys","spicy chicken fillet sandwich",NA,1,500,170,19,29,3.5,18,0,65,22,990,41,51,17,3,12,5,28,56,NA,NA,6,15,"Sandwiches and Burgers"
"3393","wendys","barqs root beer small cup","small",1,220,0,0,0,0,0,0,0,0,90,4,61,20,0,0,61,0,0,NA,NA,0,0,"Beverages"
"3394","wendys","barqs root beer small cup","medium",1,360,0,0,0,0,0,0,0,0,150,6,98,33,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3395","wendys","barqs root beer small cup","large",1,450,0,0,0,0,0,0,0,0,180,8,122,41,0,0,122,0,0,NA,NA,0,0,"Beverages"
"3396","wendys","blueberry pomegranate lemonade","small",1,240,0,0,0,0,0,0,0,0,25,1,61,20,0,0,58,0,0,NA,NA,0,0,"Beverages"
"3397","wendys","blueberry pomegranate lemonade","medium",1,350,0,0,0,0,0,0,0,0,35,1,89,30,0,0,85,0,0,NA,NA,0,0,"Beverages"
"3398","wendys","blueberry pomegranate lemonade","large",1,450,0,0,0,0,0,0,0,0,45,2,115,38,0,0,110,0,0,NA,0,0,NA,"Beverages"
"3399","wendys","trumoo lowfat chocolate milk",NA,1,140,20,2.5,4,1.5,8,0,10,3,160,7,23,8,1,4,22,7,14,NA,NA,25,6,"Beverages"
"3400","wendys","coca cola small cup","small",1,200,0,0,0,0,0,0,0,0,45,2,54,18,0,0,54,0,0,0,0,0,0,"Beverages"
"3401","wendys","coca cola small cup","medium",1,320,0,0,0,0,0,0,0,0,70,3,87,29,0,0,87,0,0,NA,NA,0,0,"Beverages"
"3402","wendys","coca cola small cup","large",1,400,0,0,0,0,0,0,0,0,90,4,109,36,0,0,109,0,0,NA,NA,0,0,"Beverages"
"3403","wendys","coke zero small cup","small",1,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3404","wendys","coke zero small cup","medium",1,0,0,0,0,0,0,0,0,0,80,3,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3405","wendys","coke zero small cup","large",1,0,0,0,0,0,0,0,0,0,100,4,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3406","wendys","diet coke small cup","small",1,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3407","wendys","diet coke small cup","medium",1,0,0,0,0,0,0,0,0,0,100,4,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3408","wendys","diet coke small cup","large",1,0,0,0,0,0,0,0,0,0,125,5,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3409","wendys","dr pepper small cup","small",1,120,0,0,0,0,0,0,0,0,35,1,33,11,0,0,32,0,0,NA,NA,0,0,"Beverages"
"3410","wendys","dr pepper small cup","medium",1,190,0,0,0,0,0,0,0,0,55,2,53,18,0,0,51,0,0,NA,NA,0,0,"Beverages"
"3411","wendys","dr pepper small cup","large",1,240,0,0,0,0,0,0,0,0,70,3,66,22,0,0,64,0,0,NA,NA,0,0,"Beverages"
"3412","wendys","fanta orange small cup","small",1,210,0,0,0,0,0,0,0,0,55,2,59,20,0,0,58,0,0,NA,NA,0,0,"Beverages"
"3413","wendys","fanta orange small cup","medium",1,340,0,0,0,0,0,0,0,0,85,4,94,31,0,0,92,0,0,NA,NA,0,0,"Beverages"
"3414","wendys","fanta orange small cup","large",1,430,0,0,0,0,0,0,0,0,110,5,117,39,0,0,115,0,0,NA,NA,0,0,"Beverages"
"3415","wendys","hi c flashin fruit punch","small",1,210,0,0,0,0,0,0,0,0,70,3,58,19,0,0,56,0,0,NA,NA,0,0,"Beverages"
"3416","wendys","hi c flashin fruit punch","medium",1,340,0,0,0,0,0,0,0,0,115,5,92,31,0,0,90,0,0,NA,NA,0,0,"Beverages"
"3417","wendys","hi c flashin fruit punch","large",1,420,0,0,0,0,0,0,0,0,140,6,115,38,0,0,113,0,0,NA,NA,0,0,"Beverages"
"3418","wendys","honest kids fruit punch",NA,1,35,0,0,0,0,0,0,0,0,15,1,8,3,0,0,8,0,0,NA,NA,0,0,"Beverages"
"3419","wendys","brewed unsweetened iced tea","small",1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3420","wendys","brewed unsweetened iced tea","medium",1,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3421","wendys","brewed unsweetened iced tea","large",1,5,0,0,0,0,0,0,0,0,25,1,2,1,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3422","wendys","all natural lemonade small cup","small",1,190,0,0,0,0,0,0,0,0,25,1,50,17,0,0,47,0,0,NA,NA,0,0,"Beverages"
"3423","wendys","all natural lemonade small cup","medium",1,330,0,0,0,0,0,0,0,0,45,2,86,29,0,0,81,0,0,NA,NA,0,0,"Beverages"
