"","Restaurant","Item","Size","Serving_Size","Calories","Calories_From_Fat","Total_Fat.g","Daily_Percent_Total_Fat","Saturated_Fat.g","Daily_Percent_Saturated_Fat","Trans_Fat.g","Cholesterol.mg","Daily_Percent_Cholesterol","Sodium.mg","Daily_Percent_Sodium","Total_Carbohydrates.g","Daily_Percent_Total_Carbohydrates","Dietary_Fiber.g","Daily_Percent_Dietary_Fiber","Sugars.g","Protein.g","Daily_Percent_Protein","Vitamin_A","Vitamin_C","Calcium","Iron","Type"
"176","mcdonalds","cappuccino","medium",1,160,70,8,12,5,25,0,25,8,110,5,13,4,0,0,12,8,16,8,0,30,0,"McCafe Coffee"
"177","mcdonalds","cappuccino","large",1,210,100,11,17,6,30,0,35,12,140,6,17,6,0,0,16,11,22,10,0,40,0,"McCafe Coffee"
"178","mcdonalds","caramel cappuccino","small",1,210,45,5,8,3,15,0,15,5,310,13,35,12,0,0,32,6,12,6,0,25,0,"McCafe Coffee"
"179","mcdonalds","caramel cappuccino","medium",1,260,60,6,9,3.5,18,0,20,7,390,16,44,15,0,0,40,8,16,6,0,280,0,"McCafe Coffee"
"180","mcdonalds","caramel cappuccino","large",1,350,80,9,14,5,25,0,30,10,490,20,55,18,0,0,50,11,22,10,0,40,0,"McCafe Coffee"
"181","mcdonalds","frappe caramel",NA,1,450,170,19,29,12,60,1,65,22,125,5,64,21,0,0,57,7,14,15,0,25,2,"McCafe Coffee"
"182","mcdonalds","mccafe caramel macchiato","small",1,260,60,7,11,4,20,0,25,8,350,15,41,14,0,0,37,8,16,6,0,30,0,"McCafe Coffee"
"183","mcdonalds","mccafe caramel macchiato","medium",1,320,80,9,14,5,25,0,30,10,430,18,50,17,0,0,45,10,20,8,0,35,0,"McCafe Coffee"
"184","mcdonalds","mccafe caramel macchiato","large",1,400,110,12,18,7,35,0,35,12,530,22,61,20,0,0,55,13,26,10,0,50,0,"McCafe Coffee"
"185","mcdonalds","caramel mocha","small",1,310,100,11,17,7,35,0,35,12,230,10,44,15,0,0,40,9,18,NA,NA,NA,NA,"McCafe Coffee"
"186","mcdonalds","caramel mocha","medium",1,380,120,14,22,8,40,0,40,13,280,12,54,18,0,0,49,11,22,NA,NA,NA,NA,"McCafe Coffee"
"187","mcdonalds","caramel mocha","large",1,460,150,17,26,10,50,0,50,17,350,15,64,21,0,0,59,14,28,NA,NA,NA,NA,"McCafe Coffee"
"188","mcdonalds","coffee","small",1,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,2,4,0,0,0,0,"McCafe Coffee"
"189","mcdonalds","coffee","medium",1,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,2,4,0,0,0,0,"McCafe Coffee"
"190","mcdonalds","coffee","large",1,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,2,4,0,0,0,0,"McCafe Coffee"
"191","mcdonalds","vanilla cappuccino","small",1,190,45,5,8,3,15,0,15,5,70,3,30,10,0,0,29,5,10,6,0,20,0,"McCafe Coffee"
"192","mcdonalds","vanilla cappuccino","medium",1,230,60,6,9,3.5,18,0,20,7,85,4,37,12,0,0,35,6,12,6,0,20,0,"McCafe Coffee"
"193","mcdonalds","vanilla cappuccino","large",1,310,80,9,14,5,25,0,30,10,120,5,47,16,0,0,45,9,18,10,0,30,0,"McCafe Coffee"
"194","mcdonalds","hot chocolate","nonfat",16,310,50,6,9,4,20,0,10,3,190,8,55,18,0,0,47,11,22,15,0,40,4,"McCafe Coffee"
"195","mcdonalds","hot chocolate","regular",16,380,130,15,23,9,45,1,30,10,170,7,53,18,0,0,45,10,20,8,0,35,4,"McCafe Coffee"
"196","mcdonalds","iced caramel latte",NA,16,180,40,5,8,3,15,0,15,5,120,5,31,10,0,0,31,4,8,2,0,15,2,"McCafe Coffee"
"197","mcdonalds","iced caramel macchiato","small",1,210,50,6,9,3.5,18,0,20,7,260,11,32,11,0,0,29,6,12,NA,NA,NA,NA,"McCafe Coffee"
"198","mcdonalds","iced caramel macchiato","medium",1,250,60,6,9,3.5,18,0,20,7,330,14,40,13,0,0,36,8,16,NA,NA,NA,NA,"McCafe Coffee"
"199","mcdonalds","iced caramel macchiato","large",1,370,90,10,15,6,30,0,30,10,490,20,58,19,0,0,53,11,22,NA,NA,NA,NA,"McCafe Coffee"
"200","mcdonalds","iced caramel mocha","medium",1,330,110,12,18,7,35,0,40,13,340,14,45,15,0,0,40,9,18,NA,NA,NA,NA,"McCafe Coffee"
"201","mcdonalds","iced caramel mocha","large",1,450,150,16,25,9,45,0,50,17,330,14,63,21,0,0,57,12,24,NA,NA,NA,NA,"McCafe Coffee"
"202","mcdonalds","iced coffee","sugar free french vanilla",21,90,70,8,12,5,25,0,30,10,100,4,11,4,0,0,2,2,4,6,0,6,0,"McCafe Coffee"
"203","mcdonalds","iced coffee","hazelnut",21,190,70,8,12,5,25,0,30,10,60,3,29,10,0,0,29,2,4,8,0,6,0,"McCafe Coffee"
"204","mcdonalds","iced coffee","caramel",21,190,70,8,12,5,25,0,30,10,115,5,27,9,0,0,27,2,4,6,0,6,0,"McCafe Coffee"
"205","mcdonalds","iced coffee","french vanilla",21,190,70,8,12,5,25,0,30,10,60,3,29,10,0,0,28,2,4,6,0,6,0,"McCafe Coffee"
"206","mcdonalds","iced coffee","regular",21,200,70,8,12,5,25,0,30,10,60,3,30,10,0,0,30,2,4,6,0,6,0,"McCafe Coffee"
"207","mcdonalds","iced mocha","nonfat caramel",12,230,45,5,8,3,15,0,20,7,140,6,38,13,0,0,33,8,16,10,0,25,2,"McCafe Coffee"
"208","mcdonalds","iced mocha","nonfat",16,270,70,8,12,5,25,0,10,3,140,6,43,14,0,0,35,7,14,10,0,25,4,"McCafe Coffee"
"209","mcdonalds","iced mocha","caramel",16,300,120,14,22,8,40,0,30,10,160,7,36,12,0,0,33,8,16,10,0,25,2,"McCafe Coffee"
"210","mcdonalds","iced mocha","regular",16,310,120,13,20,8,40,0,25,8,140,6,42,14,0,0,35,7,14,6,0,20,4,"McCafe Coffee"
"211","mcdonalds","iced vanilla latte",NA,16,190,40,5,8,3,15,0,15,5,70,3,33,11,0,0,33,5,10,2,0,15,2,"McCafe Coffee"
"212","mcdonalds","latte","sugar free french vanilla",16,160,70,8,12,5,25,0,25,8,150,6,21,7,0,0,11,8,16,6,0,30,2,"McCafe Coffee"
"213","mcdonalds","latte","regular",16,180,90,10,15,6,30,0,30,10,130,5,13,4,0,0,13,10,20,6,0,35,2,"McCafe Coffee"
"214","mcdonalds","latte","caramel",16,280,70,8,12,5,25,0,25,8,170,7,43,14,0,0,43,8,16,4,0,30,2,"McCafe Coffee"
"215","mcdonalds","latte","hazelnut",16,280,70,8,12,5,25,0,25,8,110,5,45,15,0,0,45,8,16,8,0,30,2,"McCafe Coffee"
"216","mcdonalds","latte","french vanilla",16,280,70,8,12,5,25,0,25,8,110,5,44,15,0,0,44,8,16,4,0,30,2,"McCafe Coffee"
"217","mcdonalds","mccafe pumpkin spice latte","small",1,240,63,7,11,4,20,0,20,7,115,5,36,12,0,0,35,8,16,NA,NA,20,0,"McCafe Coffee"
"218","mcdonalds","mccafe pumpkin spice latte","medium",1,310,90,10,15,5,25,0,30,10,150,6,45,15,0,0,44,10,20,NA,NA,25,0,"McCafe Coffee"
"219","mcdonalds","mccafe pumpkin spice latte","large",1,380,108,12,18,7,35,0,35,12,180,8,55,18,0,0,54,13,26,NA,NA,35,0,"McCafe Coffee"
"220","mcdonalds","mocha","nonfat caramel",16,240,35,4,6,3,15,0,5,2,200,8,41,14,0,0,38,9,18,10,2,25,2,"McCafe Coffee"
"221","mcdonalds","mocha","nonfat",16,280,50,6,9,4,20,0,10,3,160,7,50,17,0,0,42,8,16,10,0,25,4,"McCafe Coffee"
"222","mcdonalds","mocha","caramel",16,290,100,12,18,7,35,0,25,8,180,8,39,13,0,0,38,8,16,10,0,30,2,"McCafe Coffee"
"223","mcdonalds","mocha","white chocolate",12,320,100,11,17,6,30,0,35,12,160,7,47,16,1,4,43,11,22,10,0,35,0,"McCafe Coffee"
"224","mcdonalds","mocha","regular",16,330,110,12,18,7,35,0,25,8,150,6,48,16,0,0,41,7,14,6,0,25,4,"McCafe Coffee"
"225","mcdonalds","mocha","frappe",12,450,160,18,28,12,60,1,65,22,125,5,65,22,1,4,57,7,14,15,0,20,4,"McCafe Coffee"
"226","mcdonalds","nonfat latte","sugar free french vanilla",16,90,0,0,0,0,0,0,5,2,160,7,22,7,0,0,13,9,18,10,0,35,2,"McCafe Coffee"
"227","mcdonalds","nonfat latte","regular",16,110,0,0,0,0,0,0,5,2,140,6,15,5,0,0,15,10,20,10,0,40,2,"McCafe Coffee"
"228","mcdonalds","nonfat latte","caramel",16,220,0,0,0,0,0,0,5,2,180,8,45,15,0,0,45,9,18,10,0,30,2,"McCafe Coffee"
"229","mcdonalds","nonfat latte","hazelnut",16,220,0,0,0,0,0,0,5,2,115,5,46,15,0,0,46,9,18,15,0,30,2,"McCafe Coffee"
"230","mcdonalds","nonfat latte","french vanilla",16,220,0,0,0,0,0,0,5,2,115,5,46,15,0,0,46,9,18,10,0,30,2,"McCafe Coffee"
"231","mcdonalds","crunchy double",NA,1,740,351,39,60,14,70,1.5,120,40,1890,79,60,20,2,8,16,39,78,NA,NA,NA,NA,"Menu Hacks"
"232","mcdonalds","hash brown mcmuffin",NA,1,620,351,39,60,13,65,0.5,280,93,1130,47,47,16,4,16,2,22,44,NA,NA,NA,NA,"Menu Hacks"
"233","mcdonalds","land air sea",NA,1,1330,621,69,106,18,90,1.5,160,53,2150,90,123,41,6,24,19,55,110,NA,NA,NA,NA,"Menu Hacks"
"234","mcdonalds","surf turf",NA,1,830,378,42,65,15,75,1.5,125,42,1700,71,73,24,3,12,12,41,82,NA,NA,20,30,"Menu Hacks"
"235","mcdonalds","premium asian salad","wo chicken",177,140,70,7,11,0.5,3,0,0,0,20,1,13,4,5,20,7,7,14,180,45,10,15,"Salads"
"236","mcdonalds","premium asian salad","w grilled chicken",292,320,120,14,22,6,30,0,135,45,1240,52,8,3,3,12,3,42,84,180,70,10,15,"Salads"
"237","mcdonalds","premium asian salad","w crispy chicken",1,490,250,28,43,8,40,0,95,32,1120,47,28,9,4,16,4,33,66,180,60,15,10,"Salads"
"238","mcdonalds","premium bacon ranch salad","wo chicken",1,190,110,12,18,5,25,0,40,13,660,28,9,3,3,12,3,14,28,180,50,15,10,"Salads"
"239","mcdonalds","premium bacon ranch salad","w grilled chicken",1,320,120,14,22,6,30,0,45,15,1230,51,9,3,3,12,4,42,84,180,60,15,10,"Salads"
"240","mcdonalds","premium bacon ranch salad","w crispy chicken",1,480,250,28,43,8,40,0,95,32,1120,47,27,9,4,16,3,33,66,180,60,15,10,"Salads"
"241","mcdonalds","premium southwest salad","wo chicken",1,220,90,10,15,3.5,18,0,15,5,500,21,26,9,6,24,9,8,16,180,40,20,10,"Salads"
"242","mcdonalds","premium southwest salad","w grilled chicken",1,350,100,12,18,4.5,23,0,110,37,1070,45,27,9,6,24,9,37,74,180,50,20,15,"Salads"
"243","mcdonalds","premium southwest salad","w crispy chicken",1,520,230,25,38,6,30,0,75,25,960,40,46,15,8,32,9,28,56,180,40,20,15,"Salads"
"244","mcdonalds","apple dippers",NA,1,15,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,160,2,0,"Snacks & Sides"
"245","mcdonalds","cuties",NA,3,35,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,0,0,35,2,0,"Snacks & Sides"
"246","mcdonalds","french fries","kids",31,110,50,5,8,1,5,0,0,0,80,3,15,5,1,4,0,1,2,0,6,0,2,"Snacks & Sides"
"247","mcdonalds","french fries","small",71,230,100,11,17,1.5,8,0,0,0,160,7,29,10,3,12,0,3,6,0,15,2,2,"Snacks & Sides"
"248","mcdonalds","french fries","medium",117,340,140,16,25,2,10,0,0,0,230,10,44,15,4,16,0,4,8,0,20,2,4,"Snacks & Sides"
"249","mcdonalds","french fries","large",154,510,220,24,37,3.5,18,0,0,0,350,15,66,22,6,24,0,7,14,0,30,2,6,"Snacks & Sides"
"250","mcdonalds","french fries","basket of",1,670,288,32,49,4.5,23,0,0,0,460,19,87,29,8,32,0,9,18,NA,NA,4,8,"Snacks & Sides"
"251","mcdonalds","side salad",NA,1,15,0,0,0,0,0,0,0,0,15,1,3,1,1,4,1,1,2,45,25,2,4,"Snacks & Sides"
"252","mcdonalds","strawberry gogurt",NA,1,45,0,1,2,0,0,0,5,2,30,1,7,2,0,0,5,2,4,4,0,10,0,"Snacks & Sides"
"253","wawa","apple fritter",NA,1,640,240,26,40,13,65,0,0,0,620,26,96,32,3,12,47,9,18,0,0,45,15,"Bakery"
"254","wawa","banana nut muffin",NA,1,580,270,30,46,6,30,0,90,30,540,23,69,23,1,4,39,7,14,0,0,4,10,"Bakery"
"255","wawa","blueberry muffin",NA,1,560,250,28,43,6,30,0,85,28,500,21,70,23,2,8,37,6,12,0,0,4,10,"Bakery"
"256","wawa","boston creme donut",NA,1,370,160,18,28,9,45,0,0,0,370,15,47,16,1,4,17,5,10,0,10,4,8,"Bakery"
"257","wawa","cheese croissant",NA,1,380,200,22,34,13,65,0,70,23,410,17,38,13,1,4,7,8,16,0,2,4,15,"Bakery"
"258","wawa","cherry cheese danish",NA,1,350,190,21,32,13,65,0,60,20,300,13,35,12,0,0,13,5,10,0,2,4,10,"Bakery"
"259","wawa","chocolate chip cookie",NA,1,390,150,17,26,10,50,0,55,18,360,15,59,20,0,0,37,5,10,0,0,2,15,"Bakery"
"260","wawa","chocolate chip muffin",NA,1,570,280,31,48,8,40,0,85,28,510,21,68,23,2,8,41,6,12,0,0,4,15,"Bakery"
"261","wawa","chocolate chunk brownie",NA,1,490,190,21,32,7,35,0,0,0,260,11,72,24,0,0,47,5,10,0,0,2,20,"Bakery"
"262","wawa","chocolate croissant",NA,1,400,200,22,34,13,65,0,75,25,420,18,45,15,2,8,7,9,18,0,2,2,15,"Bakery"
"263","wawa","chocolate frosted donut w sprinkles",NA,1,270,110,12,18,7,35,0,0,0,310,13,37,12,1,4,19,4,8,0,0,2,8,"Bakery"
"264","wawa","cinnamon twist",NA,1,340,140,16,25,8,40,0,5,2,430,18,44,15,1,4,12,6,12,2,0,2,8,"Bakery"
"265","wawa","coffee cake muffin",NA,1,650,310,34,52,9,45,0,90,30,480,20,80,27,1,4,47,6,12,0,0,4,10,"Bakery"
"266","wawa","coffee roll",NA,1,540,230,26,40,13,65,0,10,3,570,24,68,23,2,8,25,9,18,2,2,35,15,"Bakery"
"267","wawa","croissant",NA,1,200,90,10,15,5,25,0,25,8,210,9,24,8,2,8,4,4,8,15,0,2,8,"Bakery"
"268","wawa","everything pretzel",NA,1,280,25,3,5,1,5,0,0,0,1180,49,55,18,5,20,2,10,20,0,0,4,15,"Bakery"
"269","wawa","glazed bow tie",NA,1,340,120,13,20,5,25,0,0,0,420,18,51,17,0,0,18,6,12,0,0,0,10,"Bakery"
"270","wawa","glazed donut",NA,1,260,100,11,17,6,30,0,0,0,310,13,35,12,0,0,16,4,8,0,0,10,6,"Bakery"
"271","wawa","glazed old fashioned cake donut",NA,1,350,100,11,17,5,25,0,0,0,520,22,58,19,1,4,35,5,10,0,0,15,0,"Bakery"
"272","wawa","glazed twist",NA,1,390,140,16,25,8,40,0,10,3,510,21,56,19,1,4,28,7,14,0,0,20,10,"Bakery"
"273","wawa","hersheys chocolate cake donut",NA,1,400,180,19,29,10,50,0,10,3,310,13,53,18,0,0,36,5,10,0,0,10,15,"Bakery"
"274","wawa","hersheys chocolate chip muffin",NA,1,600,300,34,52,8,40,0,100,33,370,15,69,23,0,0,43,8,16,0,0,8,10,"Bakery"
"275","wawa","hersheys chocolate filled donut",NA,1,330,100,12,18,8,40,0,0,0,340,14,54,18,0,0,28,6,12,0,2,4,15,"Bakery"
"276","wawa","hersheys chocolate pull apart",NA,1,330,60,6,9,3,15,0,0,0,570,24,61,20,0,0,18,8,16,0,0,2,10,"Bakery"
"277","wawa","old fashioned donut",NA,1,330,160,18,28,8,40,0,20,7,430,18,38,13,2,8,13,6,12,0,0,4,6,"Bakery"
"278","wawa","pumpkin glazed cake donut",NA,1,300,110,12,18,4.5,23,0,25,8,360,15,45,15,1,4,22,4,8,0,0,2,8,"Bakery"
"279","wawa","rainbow cookie",NA,1,370,120,13,20,8,40,0,55,18,240,10,61,20,0,0,35,4,8,0,0,2,10,"Bakery"
"280","wawa","red velvet cake donut",NA,1,360,100,12,18,4.5,23,0,25,8,610,25,59,20,1,4,29,5,10,2,0,2,10,"Bakery"
"281","wawa","shamrock donut",NA,1,300,140,16,25,8,40,0,5,2,270,11,34,11,0,0,16,4,8,0,0,0,10,"Bakery"
"282","wawa","snickerdoodle cookie",NA,1,430,150,17,26,10,50,0,80,27,310,13,62,21,0,0,33,6,12,10,0,2,10,"Bakery"
"283","wawa","soft pretzel",NA,1,330,30,3.5,5,1.5,8,0,0,0,830,35,65,22,4,16,2,12,24,0,0,2,20,"Bakery"
"284","wawa","sugar ring donut",NA,1,250,90,10,15,2,10,0,0,0,320,13,34,11,1,4,10,5,10,0,4,2,10,"Bakery"
"285","wawa","triple berry muffin",NA,1,500,250,28,43,5,25,0,95,32,480,20,62,21,2,8,36,7,14,4,0,4,10,"Bakery"
"286","wawa","vanilla frosted sprinkle donut",NA,1,270,90,10,15,6,30,0,0,0,310,13,40,13,1,4,17,4,8,0,0,2,6,"Bakery"
"287","wawa","vanilla iced donut",NA,1,270,80,9,14,4,20,0,0,0,280,12,43,14,1,4,21,4,8,0,0,0,8,"Bakery"
"288","wawa","vanilla iced sprinkle donut",NA,1,270,100,11,17,4.5,23,0,0,0,280,12,40,13,0,0,16,0,0,0,0,0,6,"Bakery"
"289","wawa","walnut delight",NA,1,410,150,17,26,6,30,0,40,13,320,13,49,16,0,0,30,4,8,0,0,4,10,"Bakery"
"290","wawa","1 milk",NA,1,200,45,4.5,7,3,15,0,25,8,210,9,24,8,0,0,24,16,32,0,0,45,0,"Bottled Drinks"
"291","wawa","2 milk",NA,1,240,90,10,15,6,30,0,40,13,230,10,23,8,0,0,23,16,32,20,2,60,0,"Bottled Drinks"
"292","wawa","blackberry iced tea",NA,1,160,0,0,0,0,0,0,0,0,20,1,41,14,0,0,39,0,0,0,0,2,0,"Bottled Drinks"
"293","wawa","chocolate milk",NA,1,320,40,4.5,7,3,15,0,25,8,400,17,54,18,1,4,51,16,32,20,0,60,4,"Bottled Drinks"
"294","wawa","cold brew coffee","mocha",1,100,25,2.5,4,1.5,8,0,10,3,20,1,15,5,0,0,14,4,8,2,0,20,6,"Bottled Drinks"
"295","wawa","cold brew coffee","sweetened",1,100,25,2.5,4,1.5,8,0,10,3,35,1,16,5,0,0,15,4,8,4,0,25,0,"Bottled Drinks"
"296","wawa","cold brew coffee","vanilla",1,100,20,2.5,4,1.5,8,0,10,3,45,2,15,5,0,0,14,4,8,2,0,20,0,"Bottled Drinks"
"297","wawa","cookies cream flavored milk",NA,1,560,160,18,28,11,55,0.5,75,25,300,13,82,27,1,4,81,16,32,20,0,60,4,"Bottled Drinks"
"298","wawa","diet green tea",NA,1,5,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,2,0,"Bottled Drinks"
"299","wawa","diet iced tea w lemon",NA,1,10,0,0,0,0,0,0,0,0,30,1,2,1,0,0,0,0,0,0,0,2,0,"Bottled Drinks"
"300","wawa","diet lemonade tea",NA,1,15,0,0,0,0,0,0,0,0,25,1,3,1,0,0,2,0,0,0,0,2,0,"Bottled Drinks"
"301","wawa","diet peach tea",NA,1,10,0,0,0,0,0,0,0,0,45,2,3,1,0,0,0,0,0,0,0,2,0,"Bottled Drinks"
"302","wawa","diet raspberry tea",NA,1,10,0,0,0,0,0,0,0,0,15,1,2,1,0,0,0,0,0,0,0,2,0,"Bottled Drinks"
"303","wawa","double dutch chocolate milk",NA,1,470,160,18,28,11,55,0.5,70,23,360,15,58,19,2,8,57,17,34,20,0,60,15,"Bottled Drinks"
"304","wawa","extra sweet tea",NA,1,210,0,0,0,0,0,0,0,0,15,1,52,17,0,0,50,0,0,0,0,2,0,"Bottled Drinks"
"305","wawa","fruit punch",NA,1,230,0,0,0,0,0,0,0,0,20,1,58,19,0,0,57,0,0,0,20,2,0,"Bottled Drinks"
"306","wawa","green tea",NA,1,140,0,0,0,0,0,0,0,0,15,1,35,12,0,0,34,0,0,0,0,2,0,"Bottled Drinks"
"307","wawa","green tea mango",NA,1,160,0,0,0,0,0,0,0,0,15,1,39,13,0,0,38,0,0,0,0,2,0,"Bottled Drinks"
"308","wawa","iced tea w lemon",NA,1,170,0,0,0,0,0,0,0,0,30,1,44,15,0,0,43,0,0,0,0,2,0,"Bottled Drinks"
"309","wawa","lemonade",NA,1,240,0,0,0,0,0,0,0,0,15,1,61,20,0,0,58,0,0,0,25,2,0,"Bottled Drinks"
"310","wawa","lemonade tea",NA,1,200,0,0,0,0,0,0,0,0,30,1,49,16,0,0,48,0,0,0,6,2,0,"Bottled Drinks"
"311","wawa","mango drink",NA,1,220,0,0,0,0,0,0,0,0,20,1,55,18,0,0,53,0,0,0,15,2,0,"Bottled Drinks"
"312","wawa","orange drink",NA,1,240,0,0,0,0,0,0,0,0,15,1,60,20,0,0,58,0,0,0,30,2,0,"Bottled Drinks"
"313","wawa","orange juice",NA,1,220,5,0,0,0,0,0,0,0,15,1,54,18,1,4,47,3,6,0,240,6,2,"Bottled Drinks"
"314","wawa","peach lemonade tea",NA,1,200,0,0,0,0,0,0,0,0,20,1,49,16,0,0,48,0,0,0,2,2,0,"Bottled Drinks"
"315","wawa","peach tea",NA,1,190,0,0,0,0,0,0,0,0,30,1,46,15,0,0,44,0,0,0,0,2,0,"Bottled Drinks"
"316","wawa","premium orange juice",NA,2.1,110,5,0,0,0,0,0,0,0,0,0,26,9,0,0,21,2,4,0,90,2,0,"Bottled Drinks"
"317","wawa","raspberry lemonade",NA,1,240,0,0,0,0,0,0,0,0,20,1,61,20,0,0,57,0,0,0,0,2,0,"Bottled Drinks"
"318","wawa","raspberry lemonade tea",NA,1,190,0,0,0,0,0,0,0,0,20,1,46,15,0,0,45,0,0,0,2,2,0,"Bottled Drinks"
"319","wawa","raspberry tea",NA,1,190,0,0,0,0,0,0,0,0,30,1,46,15,0,0,44,0,0,0,0,2,0,"Bottled Drinks"
"320","wawa","skim milk",NA,1,170,5,0,0,0,0,0,10,3,210,9,24,8,0,0,24,16,32,20,0,60,0,"Bottled Drinks"
"321","wawa","strawberry milk",NA,1,170,20,2,3,1.5,8,0,10,3,110,5,30,10,0,0,30,8,16,8,0,30,0,"Bottled Drinks"
"322","wawa","tropical punch",NA,1,250,0,0,0,0,0,0,0,0,15,1,62,21,0,0,60,0,0,0,15,2,0,"Bottled Drinks"
"323","wawa","vanilla flavored milk",NA,1,450,140,16,25,10,50,0.5,70,23,240,10,59,20,0,0,57,16,32,20,0,60,0,"Bottled Drinks"
"324","wawa","white tea with tangerine",NA,1,160,0,0,0,0,0,0,0,0,15,1,41,14,0,0,40,0,0,0,0,2,0,"Bottled Drinks"
"325","wawa","whole milk",NA,1,300,140,16,25,9,45,0,50,17,210,9,23,8,0,0,23,15,30,15,0,60,0,"Bottled Drinks"
"326","wawa","biscuit",NA,1,350,150,17,26,8,40,0,0,0,1050,44,45,15,1,4,3,5,10,0,0,8,15,"Bread"
"327","wawa","cinnamon raisin bagel",NA,1,290,10,1,2,0,0,0,0,0,550,23,63,21,4,16,9,10,20,0,0,6,20,"Bread"
"328","wawa","classic roll",NA,1,350,25,3,5,0,0,0,0,0,680,28,65,22,2,8,2,13,26,0,20,15,25,"Bread"
"329","wawa","everything bagel",NA,1,280,15,1.5,2,0,0,0,0,0,570,24,56,19,4,16,5,10,20,0,4,6,20,"Bread"
"330","wawa","greek yogurt wheat roll",NA,1,190,15,2,3,0.5,3,0,0,0,260,11,38,13,5,20,6,9,18,0,0,4,4,"Bread"
"331","wawa","grilled panini bread",NA,1,170,30,3.5,5,0,0,0,0,0,330,14,31,10,1,4,0,5,10,0,0,2,4,"Bread"
"332","wawa","junior roll",NA,1,120,10,1,2,0,0,0,0,0,230,10,22,7,1,4,1,4,8,0,6,6,8,"Bread"
"333","wawa","junior wheat roll",NA,1,150,15,1.5,2,0,0,0,0,0,200,8,30,10,5,20,1,6,12,0,8,2,10,"Bread"
"334","wawa","marble rye",NA,1,170,5,0,0,0,0,0,0,0,170,7,32,11,1,4,0,7,14,0,0,2,4,"Bread"
"335","wawa","multigrain bread",NA,1,260,35,4,6,0,0,0,0,0,500,21,48,16,6,24,6,10,20,0,0,4,10,"Bread"
"336","wawa","pita",NA,1,260,60,7,11,0.5,3,0,0,0,360,15,39,13,0,0,2,8,16,0,0,2,15,"Bread"
"337","wawa","plain bagel",NA,1,270,10,1,2,0,0,0,0,0,580,24,55,18,3,12,5,9,18,0,6,6,70,"Bread"
"338","wawa","shorti roll",NA,1,240,20,2,3,0,0,0,0,0,470,20,45,15,2,8,1,9,18,0,0,10,15,"Bread"
"339","wawa","sourdough bread",NA,1,190,10,1,2,0,0,0,0,0,470,20,37,12,2,8,0,8,16,0,25,2,15,"Bread"
"340","wawa","tortilla",NA,1,260,60,7,11,3,15,0,0,0,530,22,42,14,1,4,1,6,12,0,0,10,15,"Bread"
"341","wawa","wheat classic roll",NA,1,360,35,4,6,0.5,3,0,0,0,570,24,74,25,6,24,8,15,30,0,0,4,20,"Bread"
"342","wawa","wheat shorti roll",NA,1,230,25,2.5,4,0,0,0,0,0,380,16,49,16,4,16,5,10,20,0,0,2,10,"Bread"
"343","wawa","white bread",NA,1,170,20,2,3,0,0,0,0,0,310,13,32,11,1,4,3,5,10,0,0,8,10,"Bread"
"344","wawa","bacon egg omelet",NA,1,255,180,19.5,30,7.8,39,0,245,82,580,24,3,1,0,0,2,15,30,24,12,16,12,"Breakfast"
"345","wawa","bacon scrambled egg",NA,1,595,380,42,65,14.3,72,0,975,325,1745,73,12,4,0,0,4,35,70,32,0,24,24,"Breakfast"
"346","wawa","bacon egg cheese bagel",NA,1,430,190,21,32,7,35,0,200,67,1030,43,42,14,0,0,5,72,144,0,2,20,60,"Breakfast"
"347","wawa","bacon egg cheese croissant",NA,1,440,270,30,46,12,60,0,225,75,830,35,27,9,0,0,6,69,138,0,0,20,15,"Breakfast"
"348","wawa","black bean egg quesadilla",NA,1,620,310,33.5,52,13.5,68,0,65,22,1220,51,57,19,5,20,5,19,38,6,2,34,40,"Breakfast"
"349","wawa","breakfast burrito",NA,1,290,150,17,26,7,35,0,0,0,700,29,23,8,0,0,0,12,24,0,2,15,10,"Breakfast"
"350","wawa","chicken steak egg white omelet",NA,1,200,85,9.5,15,3.5,18,0,30,10,635,26,4,1,0,0,2,24,48,18,12,12,8,"Breakfast"
"351","wawa","chorizo croissant",NA,1,520,350,38,58,15,75,0,235,78,910,38,27,9,0,0,6,70,140,0,0,20,15,"Breakfast"
"352","wawa","cinnamon brown sugar oatmeal","small",1,240,30,3.5,5,0,0,0,0,0,105,4,47,16,0,0,26,5,10,0,0,2,10,"Breakfast"
"353","wawa","cinnamon brown sugar oatmeal","medium",1,330,45,5,8,0,0,0,0,0,150,6,67,22,0,0,37,7,14,0,0,4,20,"Breakfast"
"354","wawa","cinnamon brown sugar oatmeal","large",1,450,60,7,11,0,0,0,0,0,200,8,90,30,0,0,50,9,18,0,0,4,25,"Breakfast"
"355","wawa","double bacon double cheese bagel",NA,1,560,280,31,48,12,60,0,230,77,1410,59,43,14,0,0,6,80,160,0,2,30,60,"Breakfast"
"356","wawa","garlic smoked turkey egg quesadilla",NA,1,610,310,35,54,13.5,68,0,70,23,1420,59,48,16,1,4,4,25,50,26,12,34,21,"Breakfast"
